2P,2PA,2PP,3P,3P%,3PA,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,G,GS,MP,ORB,PF,PTS,Player,SOS,STL,School,TOV,TRB,year
1.9,4.1,.481,1.0,.357,2.8,1.8,0.9,2.7,2.9,6.8,.430,2.0,2.7,.752,98,44,24.1,0.8,,8.9,Justin Anderson,6.64,0.6,Virginia,1.3,3.5,2016
2.5,5.1,.486,1.0,.334,2.9,3.3,0.5,2.6,3.5,8.0,.431,2.7,3.7,.748,142,124,29.8,0.4,,10.6,Keith Appling,10.35,1.1,Michigan State,2.1,3.0,2016
3.3,6.4,.518,0.2,.275,0.6,0.8,0.6,3.6,3.5,7.0,.496,1.9,2.9,.658,128,94,24.1,2.1,,9.0,Devin Booker,5.58,0.6,Clemson,1.6,5.7,2016
1.1,2.2,.505,0.0,.143,0.1,0.3,0.4,1.3,1.1,2.4,.482,0.7,1.2,.569,47,4,13.1,1.0,,3.0,Anthony Brown,7.55,0.3,Oklahoma State,0.4,2.3,2016
3.3,5.6,.593,0.0,,0.0,0.9,2.2,3.9,3.3,5.6,.593,1.4,2.8,.508,105,70,24.5,2.4,,8.0,Willie Cauley-Stein,8.12,1.1,Kentucky,1.2,6.2,2016
2.9,5.1,.560,0.0,.000,0.0,0.6,1.7,3.3,2.9,5.1,.560,1.6,2.4,.681,142,140,22.0,2.0,,7.4,Rakeem Christmas,7.88,0.5,Syracuse,1.1,5.3,2016
2.3,4.8,.476,0.5,.442,1.2,1.8,0.6,3.6,2.8,5.9,.469,2.5,3.2,.777,65,43,21.3,1.8,,8.6,Coty Clarke,5.27,1.5,Arkansas,1.3,5.4,2016
1.8,3.2,.549,1.9,.386,5.0,1.8,0.5,4.9,3.7,8.2,.450,1.2,1.5,.777,139,123,32.3,1.0,,10.5,Pat Connaughton,6.88,0.7,Notre Dame,1.0,5.9,2016
4.4,7.7,.564,0.0,.000,0.1,1.4,1.1,4.4,4.4,7.8,.559,1.4,2.4,.558,130,122,26.6,2.5,,10.1,Branden Dawson,9.93,1.3,Michigan State,1.7,6.9,2016
3.2,5.3,.591,1.3,.348,3.6,1.3,0.5,3.4,4.4,9.0,.493,2.0,2.8,.695,113,81,27.9,1.6,,12.1,Sam Dekker,10.07,0.6,Wisconsin,1.0,5.0,2016
0.6,1.2,.544,0.5,.328,1.4,0.4,0.0,1.2,1.1,2.6,.427,0.4,0.7,.656,97,0,10.0,0.5,,3.1,Duje Dukan,9.53,0.1,Wisconsin,0.4,1.7,2016
1.6,3.8,.407,1.6,.365,4.3,1.1,0.5,3.8,3.1,8.1,.385,1.8,2.2,.812,123,90,25.8,0.8,,9.6,Jarell Eddie,6.19,0.3,Virginia Tech,1.5,4.6,2016
3.2,6.4,.498,1.5,.345,4.4,5.8,0.3,2.5,4.7,10.7,.436,3.8,4.8,.790,119,117,36.4,0.4,,14.6,Jerian Grant,6.88,1.5,Notre Dame,2.2,2.9,2016
4.7,7.8,.600,0.1,.275,0.4,0.9,1.1,4.3,4.8,8.1,.586,1.9,3.6,.533,112,75,26.4,2.6,,11.6,Montrezl Harrell,7.64,0.8,Louisville,1.3,6.9,2016
2.5,5.3,.474,1.5,.335,4.6,1.6,0.2,2.3,4.1,9.9,.410,2.8,3.5,.787,79,78,29.2,0.5,,12.4,Aaron Harrison,9.28,1.1,Kentucky,1.3,2.8,2016
2.1,4.2,.507,1.6,.367,4.3,1.9,0.4,2.5,3.7,8.5,.436,2.4,3.2,.748,132,112,26.8,0.5,,11.4,Darrun Hilliard,7.80,1.3,Villanova,1.6,3.0,2016
3.3,6.4,.520,0.1,.205,0.5,1.5,0.9,4.1,3.4,6.9,.496,3.3,4.7,.697,76,31,27.0,2.1,,10.2,Rondae Hollis-Jefferson,8.23,0.9,Arizona,1.4,6.3,2016
3.9,6.8,.580,0.3,.353,0.9,0.7,2.6,4.2,4.2,7.7,.554,2.7,3.8,.697,95,63,26.5,2.6,,11.5,Richaun Holmes,-1.07,0.8,Bowling Green State,1.5,6.9,2016
2.4,4.9,.492,0.5,.319,1.5,0.8,1.4,4.0,2.9,6.4,.451,1.3,2.1,.610,135,75,25.0,2.2,,7.5,Josh Huestis,6.38,0.5,Stanford,0.9,6.2,2016
3.1,6.1,.505,2.6,.354,7.2,2.4,0.9,4.1,5.6,13.3,.423,4.5,5.3,.853,99,98,34.7,0.7,,18.4,R.J. Hunter,-2.33,1.9,Georgia State,1.7,4.8,2016
3.4,7.2,.478,1.1,.371,3.1,1.7,0.4,4.5,4.6,10.3,.446,3.5,4.7,.742,38,37,28.4,2.0,,13.8,Stanley Johnson,7.41,1.5,Arizona,2.2,6.5,2016
2.3,5.1,.440,1.2,.379,3.2,5.6,0.1,3.0,3.5,8.3,.417,3.7,4.2,.889,39,39,33.9,0.5,,11.8,Tyus Jones,9.87,1.5,Duke,1.9,3.5,2016
3.0,5.1,.580,0.7,.369,1.9,1.3,1.1,3.4,3.7,7.0,.522,2.1,2.7,.763,144,79,20.4,1.3,,10.1,Frank Kaminsky,9.61,0.5,Wisconsin,0.8,4.6,2016
2.5,4.3,.568,0.0,,0.0,0.3,1.1,2.3,2.5,4.3,.568,1.2,2.4,.512,135,65,16.5,1.5,,6.1,Sasha Kaun,8.38,0.4,Kansas,0.8,3.9,2016
3.6,7.4,.481,0.6,.415,1.5,1.4,0.9,5.8,4.2,8.9,.470,2.6,4.1,.626,36,36,30.9,3.4,,11.6,Kevon Looney,8.27,1.3,UCLA,1.3,9.2,2016
3.1,5.9,.536,0.1,.138,0.8,1.1,0.4,3.4,3.3,6.7,.488,2.1,2.8,.735,36,21,23.0,1.8,,8.7,Trey Lyles,8.67,0.5,Kentucky,1.1,5.2,2016
4.3,8.0,.541,0.6,.308,2.0,1.4,0.7,4.6,5.0,10.1,.494,3.1,4.5,.689,65,57,30.7,2.4,,13.7,Jarell Martin,6.12,1.0,LSU,2.2,6.9,2016
2.9,5.5,.535,0.8,.343,2.3,5.8,0.1,3.1,3.7,7.8,.477,1.2,1.6,.742,76,76,31.4,0.6,,9.4,T.J. McConnell,,1.9,Arizona,1.9,3.7,2016
3.3,7.0,.473,0.1,1.000,0.1,1.1,2.1,4.6,3.4,7.1,.478,2.5,4.4,.563,16,16,28.1,2.3,,9.3,Chris McCullough,7.68,1.7,Syracuse,2.2,6.9,2016
2.8,5.9,.475,1.6,.343,4.6,1.8,0.9,2.6,4.4,10.4,.417,3.1,4.0,.769,114,74,27.1,0.7,,13.3,Jordan McRae,7.30,0.6,Tennessee,2.0,3.3,2016
5.6,10.6,.527,0.0,.071,0.2,1.2,3.4,6.1,5.6,10.8,.518,2.9,4.3,.669,65,65,33.8,2.7,,14.0,Jordan Mickey,6.12,0.8,LSU,2.8,8.8,2016
3.6,8.1,.448,2.1,.335,6.4,2.2,0.4,3.0,5.8,14.5,.398,3.5,4.9,.710,61,61,35.5,0.5,,17.1,Xavier Munford,4.11,1.1,Rhode Island,2.7,3.4,2016
8.9,.533,,,,,1.5,0.9,.628,92,25.3,4.7,,,2.0,Clemson,,117,3.2,,11.5,Larry Nance,5.19,0.9,,1.9,6.7,2016
3.3,6.6,.497,0.2,.288,0.6,1.7,0.3,2.6,3.4,7.2,.481,1.4,2.4,.605,105,104,29.3,2.2,,8.5,J.J. O'Brien,,1.0,San Diego State,1.4,4.8,2016
7.3,11.1,.664,0.0,,0.0,1.3,1.4,4.9,7.3,11.1,.664,2.6,5.1,.510,38,38,30.1,3.5,,17.3,Jahlil Okafor,9.87,0.8,Duke,2.5,8.5,2016
2.1,4.3,.497,0.9,.358,2.6,0.8,0.4,3.8,3.1,6.9,.444,2.2,3.1,.718,36,27,21.0,1.1,,9.3,Kelly Oubre,12.13,1.1,Kansas,1.2,5.0,2016
2.1,4.3,.483,1.1,.369,3.1,2.9,0.3,2.8,3.2,7.4,.435,1.9,2.6,.723,149,106,24.3,1.2,,9.5,Lamar Patterson,6.86,1.0,Pitt,1.6,3.9,2016
4.0,8.3,.487,2.3,.359,6.3,5.7,0.5,3.2,6.3,14.6,.432,3.7,4.7,.781,69,69,32.4,0.4,,18.5,Cameron Payne,-3.19,1.8,Murray State,2.9,3.7,2016
5.5,10.3,.540,0.3,.365,0.9,1.3,1.5,4.7,5.9,11.2,.526,2.9,3.9,.737,70,70,28.5,3.1,,15.0,Bobby Portis,6.18,1.1,Arkansas,1.4,7.9,2016
2.8,5.2,.533,0.8,.314,2.5,1.5,0.4,2.6,3.6,7.7,.461,1.8,2.5,.746,141,83,25.2,0.4,,9.8,Norman Powell,7.25,1.1,UCLA,1.3,3.0,2016
4.1,7.1,.574,0.0,,0.0,0.5,1.7,4.2,4.1,7.1,.574,2.0,4.1,.500,67,54,24.7,2.1,,10.2,Willie Reed,1.77,0.5,Saint Louis,1.4,6.3,2016
2.0,4.5,.456,0.0,.000,0.1,0.5,0.1,1.6,2.0,4.6,.445,2.0,3.6,.560,28,6,,1.2,,6.1,Josh Richardson,1.81,0.5,North Texas,1.0,2.8,2016
3.1,6.8,.447,1.2,.331,3.5,2.4,0.1,3.3,4.2,10.3,.408,2.4,3.1,.772,73,45,26.8,1.0,,12.0,Terry Rozier,6.89,1.5,Louisville,1.4,4.3,2016
3.9,8.1,.479,2.7,.411,6.6,5.0,0.3,4.7,6.6,14.7,.449,3.4,4.5,.756,35,34,33.9,1.0,,19.3,D'Angelo Russell,7.37,1.6,Ohio State,2.9,5.7,2016
4.1,7.3,.560,1.1,.386,2.8,2.2,0.4,3.6,5.1,10.0,.512,3.4,4.7,.716,30,29,30.1,1.4,,14.7,Jonathon Simmons,0.21,0.7,Houston,3.3,5.0,2016
3.8,7.3,.518,0.0,,0.0,0.2,1.3,5.0,3.8,7.3,.518,1.7,3.3,.505,62,60,29.7,3.3,,9.2,Alex Stepheson,,0.3,USC,1.6,8.3,2016
3.7,6.4,.577,0.1,.250,0.2,1.1,2.3,4.3,3.7,6.6,.566,2.8,3.4,.813,39,39,21.1,2.4,,10.3,Karl-Anthony Towns,8.67,0.5,Kentucky,1.4,6.7,2016
2.9,5.7,.513,0.5,.274,1.8,0.6,2.6,5.2,3.4,7.6,.455,2.8,3.3,.839,34,7,22.2,1.3,,10.1,Myles Turner,9.07,0.3,Texas,1.4,6.5,2016
3.9,8.1,.481,2.3,.383,6.1,1.6,0.3,4.2,6.3,14.3,.439,3.0,4.3,.694,23,23,32.3,0.6,,17.8,Rashad Vaughn,3.38,0.8,UNLV,2.2,4.8,2016
2.0,4.3,.466,0.3,.274,1.1,3.0,0.2,2.5,2.3,5.5,.426,1.8,2.4,.769,127,65,23.3,0.8,,6.8,Briante Weber,4.00,2.9,VCU,1.5,3.3,2016
0.2,0.4,.500,0.1,.333,0.3,0.1,0.0,0.3,0.3,0.7,.429,0.2,0.3,.750,29,0,2.0,0.0,,0.9,Alan Williams,9.69,0.1,Wake Forest,0.0,0.4,2016
3.3,6.3,.516,1.2,.418,2.8,2.1,0.9,5.2,4.4,9.1,.486,2.6,4.0,.641,39,39,29.1,1.3,,12.6,Justise Winslow,9.87,1.3,Duke,1.8,6.5,2016
3.2,5.6,.561,0.6,.261,2.2,0.8,1.9,4.9,3.7,7.8,.477,2.3,3.1,.747,63,34,23.3,1.9,,10.4,Christian Wood,3.07,0.3,UNLV,1.5,6.8,2016
4.4,7.5,.594,0.6,.299,1.9,5.2,1.1,4.7,5.0,9.3,.535,4.5,5.5,.814,68,68,34.8,1.1,,15.0,Delon Wright,6.82,2.3,Utah,2.2,5.8,2016
0.8,2.0,.407,0.6,.340,1.6,0.6,0.1,1.2,1.4,3.7,.377,0.5,0.7,.737,29,10,13.5,0.6,,3.8,Joe Young,-1.80,0.6,Canisius,0.7,1.8,2016
4.0,7.3,.548,1.4,.331,4.3,2.1,0.2,3.3,5.4,11.6,.467,4.2,5.0,.839,69,63,30.2,1.3,,16.4,Jordan Adams,7.72,2.4,UCLA,1.4,4.6,2015
3.1,6.0,.519,0.0,.333,0.0,0.8,0.7,3.0,3.1,6.0,.517,3.0,4.2,.717,134,55,20.8,1.7,,9.2,Cameron Bairstow,4.93,0.5,New Mexico,1.2,4.8,2015
5.7,10.2,.553,0.5,.366,1.4,3.1,1.6,8.4,6.2,11.6,.531,5.1,7.4,.689,67,67,36.2,2.8,,18.0,Jerrelle Benimon,,0.7,Towson,3.6,11.2,2015
4.1,6.4,.633,0.0,,0.0,1.0,2.9,4.6,4.1,6.4,.633,2.1,4.2,.496,65,50,25.3,2.6,,10.2,Sim Bhullar,-0.94,0.1,New Mexico State,1.6,7.2,2015
2.2,3.2,.698,0.0,.000,0.0,0.3,0.5,2.6,2.2,3.2,.692,1.0,1.7,.600,33,15,13.5,1.2,,5.5,Tarik Black,,0.3,Kansas,0.7,3.9,2015
2.8,5.6,.499,2.3,.391,5.8,1.7,0.1,3.5,5.1,11.4,.444,4.9,6.2,.794,60,59,35.2,0.5,,17.3,Jabari Brown,,0.7,Missouri,2.1,4.0,2015
3.0,6.2,.486,1.1,.347,3.1,2.3,0.8,3.5,4.1,9.4,.439,3.0,4.1,.733,134,103,30.5,0.8,,12.4,Markel Brown,7.74,1.0,Oklahoma State,1.8,4.3,2015
3.3,6.8,.495,0.9,.285,3.1,3.4,0.3,3.0,4.2,9.8,.430,3.5,4.9,.718,116,104,30.7,0.6,,12.8,Will Cherry,-3.10,2.3,Montana,2.4,3.6,2015
3.5,7.0,.505,1.2,.342,3.6,1.8,0.1,2.7,4.8,10.6,.450,1.9,2.4,.816,134,114,30.8,1.2,,12.7,Patrick Christopher,8.15,0.8,California,1.5,3.8,2015
5.1,10.1,.501,0.9,.281,3.3,3.4,0.2,3.0,6.0,13.3,.448,4.6,5.6,.831,35,35,35.1,0.8,,17.5,Jordan Clarkson,,1.1,Missouri,2.7,3.8,2015
3.2,5.3,.601,0.0,.500,0.0,0.5,0.9,3.6,3.2,5.3,.601,1.9,2.8,.663,123,66,19.8,2.8,,8.3,Jack Cooley,7.09,0.4,Notre Dame,0.9,6.4,2015
2.7,5.5,.482,2.0,.361,5.7,3.0,0.1,2.3,4.7,11.2,.421,3.7,4.5,.838,130,99,33.2,0.5,,15.2,Bryce Cotton,6.35,0.9,Providence,1.5,2.8,2015
0.7,1.4,.508,1.6,.407,4.0,0.5,0.1,1.4,2.3,5.4,.433,0.9,1.1,.769,142,25,17.4,0.2,,7.1,Andre Dawkins,8.60,0.4,Duke,0.6,1.6,2015
2.0,4.6,.446,1.3,.386,3.5,2.6,0.3,2.9,3.4,8.0,.420,4.9,5.9,.830,86,86,30.1,0.5,,13.0,Spencer Dinwiddie,7.49,1.1,Colorado,1.8,3.3,2015
Missouri,,117,89,4.8,35.5,3.7,0.1,.745,12.9,,3.54,9.9,.479,2.5,0.2,3.5,1.9,3.3,,12.0,Larry Drew,4.65,1.1,5.0,3.7,2.8,2015
3.4,6.2,.555,1.5,.348,4.3,0.7,0.8,3.8,4.9,10.5,.470,3.7,4.6,.819,75,58,26.2,1.8,,15.1,Cleanthony Early,3.91,0.8,Wichita State,1.7,5.7,2015
3.0,4.9,.611,1.5,.354,4.1,2.4,1.0,3.8,4.5,9.0,.493,2.8,3.6,.788,67,66,31.0,1.6,,13.2,James Ennis,1.39,1.7,Long Beach State,2.5,5.4,2015
3.5,8.1,.429,0.9,.353,2.5,5.5,0.2,2.6,4.4,10.6,.411,3.4,4.4,.765,34,34,35.7,0.8,,12.9,Tyler Ennis,7.25,2.1,Syracuse,1.7,3.4,2015
3.2,7.2,.445,0.5,.310,1.8,4.7,0.1,3.0,3.8,9.0,.418,3.4,4.3,.774,135,113,30.6,0.9,,11.4,Tim Frazier,8.41,1.5,Penn State,2.6,3.9,2015
2.4,5.2,.452,2.6,.426,6.1,2.2,0.5,3.5,4.9,11.3,.438,2.5,3.1,.821,133,132,35.5,1.0,,15.0,Langston Galloway,4.21,1.3,St. Joseph's,1.2,4.5,2015
4.6,8.9,.513,0.4,.356,1.2,2.0,1.0,5.3,5.0,10.1,.495,2.0,4.7,.422,38,38,31.2,2.7,,12.4,Aaron Gordon,9.04,0.9,Arizona,1.4,8.0,2015
5.3,10.0,.534,0.0,1.000,0.0,1.0,1.1,7.6,5.3,10.0,.535,2.7,3.7,.722,61,53,29.6,3.2,,13.4,Drew Gordon,,0.9,New Mexico,2.3,10.8,2015
2.5,5.1,.496,0.1,.300,0.3,0.9,0.5,2.9,2.6,5.3,.486,2.2,3.5,.641,72,29,21.9,1.7,,7.5,Jerami Grant,7.91,0.6,Syracuse,0.9,4.7,2015
3.5,7.3,.480,1.1,.338,3.2,2.5,0.2,2.1,4.6,10.5,.437,3.2,4.0,.804,129,89,28.3,0.5,,13.5,Erick Green,5.97,1.2,Virginia Tech,1.4,2.6,2015
5.0,9.5,.524,0.0,.176,0.1,1.2,1.7,4.4,5.0,9.6,.519,3.5,4.9,.711,123,114,27.2,3.0,,13.5,JaMychal Green,5.52,1.0,Alabama,2.5,7.4,2015
1.3,2.9,.458,1.8,.349,5.1,1.0,0.3,1.9,3.1,8.0,.388,2.0,2.5,.800,71,14,18.1,1.3,,10.0,P.J. Hairston,7.54,0.8,UNC,0.9,3.2,2015
2.9,5.7,.503,2.1,.376,5.6,2.0,0.3,2.3,5.0,11.4,.440,2.7,3.5,.788,69,67,31.0,1.0,,14.9,Gary Harris,9.96,1.6,Michigan State,1.6,3.3,2015
0.7,1.2,.556,0.6,.375,1.6,0.3,0.0,1.0,1.3,2.8,.452,0.0,0.3,.000,15,1,10.1,0.6,,3.1,Joe Harris,-4.83,0.2,Central Arkansas,0.4,1.6,2015
3.4,6.9,.494,2.0,.420,4.8,2.1,0.3,3.1,5.5,11.8,.464,3.1,3.9,.807,35,33,32.9,0.8,,16.1,Rodney Hood,,0.7,Duke,1.5,3.9,2015
3.2,5.7,.556,0.1,.340,0.4,0.4,1.3,3.7,3.3,6.1,.543,2.2,3.3,.660,130,76,19.9,1.9,,8.9,Cory Jefferson,8.32,0.3,Baylor,0.8,5.6,2015
0.9,2.2,.413,0.9,.405,2.3,0.5,1.0,2.5,1.9,4.5,.409,0.5,0.6,.818,34,2,17.8,1.1,,5.2,Grant Jerrett,7.47,0.5,Arizona,0.6,3.6,2015
2.8,6.0,.459,1.3,.359,3.7,2.8,0.6,3.1,4.1,9.7,.421,2.8,3.9,.734,108,101,30.9,0.6,,12.3,Nick Johnson,7.04,1.3,Arizona,1.8,3.7,2015
0.0,0.4,.000,0.2,1.000,0.2,0.2,0.0,,0.2,0.6,.333,0.0,0.0,,5,,,,,0.6,Tyler Johnson,-1.56,0.2,Centenary (LA),0.0,0.6,2015
2.8,5.6,.501,2.2,.347,6.4,2.0,0.2,3.1,5.1,12.1,.419,3.0,3.8,.780,140,104,30.8,1.3,,15.3,Sean Kilpatrick,6.15,1.2,Cincinnati,1.7,4.3,2015
0.0,0.0,,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,,4,0,1.0,0.0,,0.0,Alex Kirk,7.39,0.0,Washington State,0.0,0.0,2015
2.1,4.3,.494,1.3,.375,3.5,1.8,0.2,2.1,3.4,7.8,.441,1.3,1.8,.691,37,1,24.4,0.5,,9.4,Zach LaVine,7.62,0.9,UCLA,1.1,2.5,2015
3.7,8.4,.442,1.1,.377,2.8,4.0,0.1,1.4,4.8,11.2,.425,3.6,4.5,.796,141,119,30.3,0.6,,14.2,Kalin Lucas,9.22,1.0,Michigan State,2.3,1.9,2015
4.3,9.6,.451,0.0,.000,0.1,1.0,0.5,3.8,4.3,9.7,.447,2.8,4.9,.569,108,73,25.0,2.1,,11.4,James Michael McAdoo,7.83,1.2,UNC,1.6,5.9,2015
3.0,5.8,.516,0.9,.313,2.8,0.9,1.9,3.0,3.9,8.6,.450,2.4,3.2,.767,94,61,24.3,1.8,,11.0,K.J. McDaniels,4.60,0.9,Clemson,1.5,4.8,2015
6.0,10.2,.587,1.9,.458,4.1,1.3,0.1,5.6,7.9,14.3,.550,4.1,4.9,.831,145,145,31.5,1.9,,21.7,Doug McDermott,4.29,0.2,Creighton,2.2,7.5,2015
3.5,5.9,.592,0.0,.000,0.0,0.8,0.7,4.0,3.5,5.9,.588,0.8,1.6,.513,47,12,20.6,2.6,,7.8,Mitch McGary,9.85,1.2,Michigan,1.3,6.6,2015
4.3,9.0,.478,1.3,.347,3.6,3.5,0.5,3.3,5.6,12.7,.440,2.8,4.0,.717,130,130,30.9,1.3,,15.3,Jerel McNeal,7.77,2.2,Marquette,3.4,4.7,2015
4.8,10.0,.481,0.6,.241,2.3,1.8,0.3,6.8,5.4,12.3,.435,4.8,6.9,.695,34,34,33.1,2.7,,16.1,Elijah Millsap,,1.6,Alabama-Birmingham,3.5,9.5,2015
2.6,4.7,.546,0.1,.333,0.3,1.3,2.1,6.2,2.7,5.0,.535,1.8,3.3,.531,89,58,25.0,2.4,,7.2,Eric Moreland,4.64,0.8,Oregon State,1.8,8.6,2015
2.3,5.3,.444,1.8,.375,4.8,4.5,0.2,3.3,4.2,10.1,.411,3.6,4.4,.813,143,98,32.3,0.7,,13.7,Shabazz Napier,8.64,1.8,UConn,2.4,4.0,2015
4.1,6.9,.590,0.0,,0.0,1.6,4.4,6.8,4.1,6.9,.590,2.3,4.3,.529,24,24,31.9,2.7,,10.5,Nerlens Noel,5.78,2.1,Kentucky,1.9,9.5,2015
4.8,10.2,.474,0.1,.222,0.3,1.3,0.8,4.7,4.9,10.5,.467,2.8,4.6,.619,91,78,27.1,3.0,,12.7,Johnny O'Bryant,5.38,0.5,LSU,2.9,7.7,2015
5.7,11.2,.504,1.1,.358,3.0,1.2,1.2,5.7,6.7,14.3,.473,4.6,6.1,.748,35,35,30.7,3.0,,19.1,Jabari Parker,8.48,1.1,Duke,2.3,8.7,2015
2.8,5.1,.551,0.4,.409,1.1,0.6,1.0,3.8,3.2,6.2,.526,2.0,2.7,.755,138,94,20.0,1.5,,8.9,Adreian Payne,10.35,0.6,Michigan State,1.4,5.3,2015
4.7,9.2,.512,0.3,.268,1.1,4.9,0.5,3.6,5.0,10.3,.485,3.9,6.5,.611,100,78,31.6,1.5,,14.3,Elfrid Payton,-1.60,2.0,Louisiana,3.4,5.1,2015
3.5,7.3,.484,0.2,.289,0.8,1.8,0.9,4.6,3.8,8.2,.464,3.0,4.1,.722,136,105,26.2,1.7,,10.8,Dwight Powell,6.38,0.9,Stanford,2.1,6.3,2015
4.8,9.3,.517,0.1,.167,0.5,1.4,0.8,6.9,4.9,9.8,.501,5.1,7.2,.706,40,40,30.8,3.5,,15.0,Julius Randle,9.89,0.5,Kentucky,2.5,10.4,2015
8.1,16.0,.507,1.8,.385,4.6,1.9,1.0,,9.9,20.7,.479,5.9,7.7,.773,62,62,35.1,,,27.5,Glenn Robinson,9.77,1.8,Purdue,3.9,9.7,2015
5.8,12.2,.476,0.0,.077,0.2,1.1,1.0,4.2,5.8,12.4,.469,2.2,3.7,.607,66,64,30.3,2.1,,13.9,JaKarr Sampson,6.86,0.9,St. John's (NY),1.8,6.4,2015
3.5,7.3,.488,1.4,.295,4.6,4.5,0.6,4.4,4.9,11.9,.413,5.5,7.3,.751,64,63,33.1,1.5,,16.6,Marcus Smart,7.53,2.9,Oklahoma State,3.0,5.9,2015
3.3,7.4,.449,1.4,.345,3.9,2.8,0.1,2.0,4.7,11.3,.413,3.7,4.8,.760,133,80,24.3,0.7,,14.3,Russ Smith,7.79,1.9,Louisville,2.4,2.7,2015
2.0,4.0,.500,2.3,.441,5.2,2.3,0.3,2.5,4.3,9.2,.467,3.2,3.9,.832,75,69,32.9,0.5,,14.1,Nik Stauskas,9.85,0.6,Michigan,1.5,2.9,2015
1.1,2.2,.515,0.5,.306,1.7,3.1,0.1,1.5,1.6,3.8,.424,1.1,1.5,.700,138,39,19.9,0.1,,4.8,David Stockton,4.20,1.2,Gonzaga,1.5,1.6,2015
4.7,8.9,.532,0.0,.000,0.0,1.5,1.1,5.7,4.7,8.9,.530,3.5,5.6,.628,87,84,29.7,3.9,,13.0,Jarnell Stokes,6.82,0.7,Tennessee,2.1,9.6,2015
3.2,6.1,.530,0.5,.485,1.1,0.6,1.4,6.6,3.8,7.2,.523,3.2,4.5,.716,30,29,26.5,2.4,,11.3,Noah Vonleh,6.64,0.9,Indiana,2.1,9.0,2015
6.9,11.5,.598,0.6,.315,2.0,1.0,0.5,3.0,7.5,13.6,.555,2.8,4.3,.654,70,49,31.2,2.7,,18.5,T.J. Warren,7.31,1.5,NC State,1.7,5.7,2015
2.6,5.3,.492,0.5,.413,1.2,0.8,0.2,3.3,3.1,6.6,.477,1.1,1.4,.755,103,76,24.8,1.7,,7.9,David Wear,,0.6,UCLA,1.0,5.0,2015
3.8,7.2,.524,0.2,.400,0.5,0.8,1.0,2.9,4.0,7.7,.517,1.7,2.1,.807,96,83,26.3,1.8,,9.8,Travis Wear,,0.7,UCLA,0.9,4.7,2015
3.6,6.7,.538,0.1,.167,0.4,0.7,1.1,4.5,3.6,7.1,.515,2.4,3.2,.760,114,74,22.6,2.0,,9.8,Shayne Whittington,-0.97,0.5,Western Michigan,1.3,6.5,2015
4.2,8.5,.493,1.2,.341,3.6,1.5,1.0,3.7,5.4,12.1,.448,5.0,6.5,.775,35,35,32.8,2.2,,17.1,Andrew Wiggins,11.40,1.2,Kansas,2.3,5.9,2015
2.6,5.4,.481,2.3,.389,5.9,1.6,0.7,2.5,4.9,11.3,.433,2.3,2.7,.840,131,83,28.5,0.8,,14.4,C.J. Wilcox,6.67,0.9,Washington,1.4,3.4,2015
2.5,5.4,.470,2.1,.349,5.9,1.7,0.2,3.3,4.6,11.3,.407,3.1,4.4,.706,40,39,32.4,1.0,,14.3,James Young,9.89,0.8,Kentucky,1.9,4.3,2015
3.1,5.5,.571,0.0,,0.0,0.6,2.0,3.5,3.1,5.5,.571,1.0,2.2,.443,32,32,23.4,2.8,,7.2,Steven Adams,5.63,0.7,Pitt,1.1,6.3,2014
0.8,1.7,.487,1.9,.353,5.4,1.9,0.2,3.0,2.8,7.2,.385,1.0,1.4,.714,67,67,32.9,0.8,,8.4,Chris Babb,,1.1,Iowa State,0.8,3.8,2014
4.7,8.1,.587,1.0,.375,2.7,1.0,1.2,5.7,5.8,10.8,.533,3.5,5.1,.701,35,31,27.1,2.5,,16.1,Anthony Bennett,5.71,0.7,UNLV,1.9,8.1,2014
2.8,6.0,.475,0.5,.277,1.8,2.0,0.1,2.5,3.3,7.7,.429,2.1,3.0,.704,106,80,25.7,1.0,,9.3,Vander Blue,8.20,1.0,Marquette,2.0,3.5,2014
3.4,7.4,.464,0.6,.305,2.1,5.8,0.5,3.5,4.1,9.5,.429,2.8,3.8,.741,101,95,32.6,0.7,,11.6,Lorenzo Brown,6.92,1.7,NC State,3.0,4.2,2014
1.1,2.4,.455,0.0,.100,0.2,0.4,0.1,,1.1,2.7,.426,0.5,1.0,.522,46,,,,,2.8,Reggie Bullock,-9.30,0.6,Morgan State,,2.0,2014
4.2,8.3,.499,1.8,.367,5.0,5.7,0.5,2.7,6.0,13.3,.450,3.1,4.0,.777,73,71,35.7,0.6,,16.9,Trey Burke,9.51,1.3,Michigan,2.5,3.3,2014
2.1,4.2,.486,0.8,.360,2.2,2.8,0.0,2.3,2.9,6.4,.443,1.2,1.7,.687,68,40,26.0,0.8,,7.7,Dwight Buycks,8.37,1.1,Marquette,2.0,3.0,2014
3.5,6.8,.507,1.8,.380,4.8,6.3,0.1,4.3,5.3,11.6,.455,3.9,5.4,.715,72,71,33.0,1.0,,16.3,Nick Calathes,4.43,1.8,Florida,3.1,5.3,2014
3.0,5.9,.504,2.3,.339,6.9,1.5,0.4,4.8,5.3,12.7,.415,2.9,3.9,.752,64,60,33.0,1.3,,15.8,Kentavious Caldwell-Pope,7.02,1.9,Georgia,1.6,6.1,2014
